item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,mined_mix_prob,control_stratum
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\My Heart Will Go On\Breathy_Group\0000.wav,English/EN-Alto-2/Breathy/My Heart Will Go On/Breathy_Group/0000.wav,English,EN-Alto-2,My Heart Will Go On,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\My Heart Will Go On\Breathy_Group\0001.wav,English/EN-Alto-2/Breathy/My Heart Will Go On/Breathy_Group/0001.wav,English,EN-Alto-2,My Heart Will Go On,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\My Heart Will Go On\Breathy_Group\0002.wav,English/EN-Alto-2/Breathy/My Heart Will Go On/Breathy_Group/0002.wav,English,EN-Alto-2,My Heart Will Go On,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\My Heart Will Go On\Breathy_Group\0003.wav,English/EN-Alto-2/Breathy/My Heart Will Go On/Breathy_Group/0003.wav,English,EN-Alto-2,My Heart Will Go On,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\My Heart Will Go On\Breathy_Group\0004.wav,English/EN-Alto-2/Breathy/My Heart Will Go On/Breathy_Group/0004.wav,English,EN-Alto-2,My Heart Will Go On,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\My Heart Will Go On\Breathy_Group\0005.wav,English/EN-Alto-2/Breathy/My Heart Will Go On/Breathy_Group/0005.wav,English,EN-Alto-2,My Heart Will Go On,Breathy_Group,1,0,1,0,1,0,1,breathy_mix,101010,positive_mix,,
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\My Heart Will Go On\Breathy_Group\0006.wav,English/EN-Alto-2/Breathy/My Heart Will Go On/Breathy_Group/0006.wav,English,EN-Alto-2,My Heart Will Go On,Breathy_Group,1,0,1,0,1,0,1,breathy_mix,101010,positive_mix,,
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\My Heart Will Go On\Breathy_Group\0007.wav,English/EN-Alto-2/Breathy/My Heart Will Go On/Breathy_Group/0007.wav,English,EN-Alto-2,My Heart Will Go On,Breathy_Group,1,0,1,0,1,0,1,breathy_mix,101010,positive_mix,,
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\My Heart Will Go On\Breathy_Group\0008.wav,English/EN-Alto-2/Breathy/My Heart Will Go On/Breathy_Group/0008.wav,English,EN-Alto-2,My Heart Will Go On,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\My Heart Will Go On\Breathy_Group\0009.wav,English/EN-Alto-2/Breathy/My Heart Will Go On/Breathy_Group/0009.wav,English,EN-Alto-2,My Heart Will Go On,Breathy_Group,1,0,1,0,1,0,1,breathy_mix,101010,positive_mix,,
